p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_0025092,http://purl.obolibrary.org/obo/MP_0001874,Epidermal acanthosis (HPO),acanthosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100796,http://purl.obolibrary.org/obo/MP_0001875,Orchitis (HPO),testis inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031094,http://purl.obolibrary.org/obo/MP_0001881,Abnormal breast physiology (HPO),abnormal mammary gland physiology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002323,http://purl.obolibrary.org/obo/MP_0001890,Anencephaly (HPO),anencephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000238,http://purl.obolibrary.org/obo/MP_0001891,Hydrocephalus (HPO),hydrocephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001334,http://purl.obolibrary.org/obo/MP_0001893,Communicating hydrocephalus (HPO),non-obstructive hydrocephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001342,http://purl.obolibrary.org/obo/MP_0001916,Cerebral hemorrhage (HPO),intracerebral hemorrhage (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030746,http://purl.obolibrary.org/obo/MP_0001917,Intraventricular hemorrhage (HPO),intraventricular hemorrhage (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008734,http://purl.obolibrary.org/obo/MP_0001940,Decreased testicular size (HPO),testis hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002795,http://purl.obolibrary.org/obo/MP_0001943,Functional respiratory abnormality (HPO),abnormal respiration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005232,http://purl.obolibrary.org/obo/MP_0001944,Pancreatic dysplasia (HPO),abnormal pancreas morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031602,http://purl.obolibrary.org/obo/MP_0001947,Abnormal mucociliary clearance (HPO),abnormal mucociliary clearance (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000076,http://purl.obolibrary.org/obo/MP_0001948,Vesicoureteral reflux (HPO),vesicoureteral reflux (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002878,http://purl.obolibrary.org/obo/MP_0001953,Respiratory failure (HPO),respiratory failure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002094,http://purl.obolibrary.org/obo/MP_0001954,Dyspnea (HPO),respiratory distress (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002098,http://purl.obolibrary.org/obo/MP_0001954,Respiratory distress (HPO),respiratory distress (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040213,http://purl.obolibrary.org/obo/MP_0001956,Hypopnea (HPO),hypopnea (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031826,http://purl.obolibrary.org/obo/MP_0001961,Abnormal reflex (HPO),abnormal reflex (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000992,http://purl.obolibrary.org/obo/MP_0001999,Cutaneous photosensitivity (HPO),photosensitivity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002664,http://purl.obolibrary.org/obo/MP_0002006,Neoplasm (HPO),neoplasm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030434,http://purl.obolibrary.org/obo/MP_0002013,Pilomatrixoma (HPO),increased pilomatricoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100243,http://purl.obolibrary.org/obo/MP_0002035,Leiomyosarcoma (HPO),increased leiomyosarcoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002859,http://purl.obolibrary.org/obo/MP_0002036,Rhabdomyosarcoma (HPO),increased rhabdomyosarcoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001250,http://purl.obolibrary.org/obo/MP_0002064,Seizures (HPO),seizures (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100852,http://purl.obolibrary.org/obo/MP_0002065,Abnormal fear/anxiety-related behavior (HPO),abnormal fear/anxiety-related behavior (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040202,http://purl.obolibrary.org/obo/MP_0002069,Abnormal consumption behavior (HPO),abnormal consumption behavior (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011014,http://purl.obolibrary.org/obo/MP_0002078,Abnormal glucose homeostasis (HPO),abnormal glucose homeostasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001000,http://purl.obolibrary.org/obo/MP_0002095,Abnormality of skin pigmentation (HPO),abnormal skin pigmentation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031703,http://purl.obolibrary.org/obo/MP_0002102,Abnormal ear morphology (HPO),abnormal ear morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011805,http://purl.obolibrary.org/obo/MP_0002108,Abnormal skeletal muscle morphology (HPO),abnormal muscle morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011297,http://purl.obolibrary.org/obo/MP_0002110,Abnormal digit morphology (HPO),abnormal digit morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000110,http://purl.obolibrary.org/obo/MP_0002135,Renal dysplasia (HPO),abnormal kidney morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012210,http://purl.obolibrary.org/obo/MP_0002135,Abnormal renal morphology (HPO),abnormal kidney morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002171,http://purl.obolibrary.org/obo/MP_0002183,Gliosis (HPO),gliosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001961,http://purl.obolibrary.org/obo/MP_0002188,Hypoplastic heart (HPO),small heart (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012244,http://purl.obolibrary.org/obo/MP_0002210,Abnormal sex determination (HPO),abnormal sex determination (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010459,http://purl.obolibrary.org/obo/MP_0002213,True hermaphroditism (HPO),true hermaphroditism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002180,http://purl.obolibrary.org/obo/MP_0002229,Neurodegeneration (HPO),neurodegeneration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025423,http://purl.obolibrary.org/obo/MP_0002249,Abnormal larynx morphology (HPO),abnormal larynx morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025426,http://purl.obolibrary.org/obo/MP_0002264,Abnormal bronchus morphology (HPO),abnormal bronchus morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003202,http://purl.obolibrary.org/obo/MP_0002269,Skeletal muscle atrophy (HPO),muscular atrophy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001311,http://purl.obolibrary.org/obo/MP_0002272,Abnormal nervous system electrophysiology (HPO),abnormal nervous system electrophysiology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002778,http://purl.obolibrary.org/obo/MP_0002282,Abnormal trachea morphology (HPO),abnormal trachea morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000028,http://purl.obolibrary.org/obo/MP_0002286,Cryptorchidism (HPO),cryptorchism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030875,http://purl.obolibrary.org/obo/MP_0002295,Abnormality of pulmonary circulation (HPO),abnormal pulmonary circulation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002835,http://purl.obolibrary.org/obo/MP_0002296,Aspiration (HPO),aspiration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012416,http://purl.obolibrary.org/obo/MP_0002318,Hypercapnia (HPO),hypercapnia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012415,http://purl.obolibrary.org/obo/MP_0002329,Abnormal blood gas level (HPO),abnormal blood gas level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025035,http://purl.obolibrary.org/obo/MP_0002416,Abnormal proerythroblast morphology (HPO),abnormal proerythroblast morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012143,http://purl.obolibrary.org/obo/MP_0002417,Abnormal megakaryocyte morphology (HPO),abnormal megakaryocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001912,http://purl.obolibrary.org/obo/MP_0002422,Abnormal basophil morphology (HPO),abnormal basophil morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004312,http://purl.obolibrary.org/obo/MP_0002424,Abnormal reticulocyte morphology (HPO),abnormal reticulocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001911,http://purl.obolibrary.org/obo/MP_0002441,Abnormal granulocyte morphology (HPO),abnormal granulocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001877,http://purl.obolibrary.org/obo/MP_0002447,Abnormal erythrocyte morphology (HPO),abnormal erythrocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100845,http://purl.obolibrary.org/obo/MP_0002531,Anaphylactic shock (HPO),abnormal type I hypersensitivity reaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009803,http://purl.obolibrary.org/obo/MP_0002543,Short phalanx of finger (HPO),brachyphalangia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001156,http://purl.obolibrary.org/obo/MP_0002544,Brachydactyly (HPO),brachydactyly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011499,http://purl.obolibrary.org/obo/MP_0002546,Mydriasis (HPO),mydriasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012433,http://purl.obolibrary.org/obo/MP_0002557,Abnormal social behavior (HPO),abnormal social/conspecific interaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100851,http://purl.obolibrary.org/obo/MP_0002572,Abnormal emotion/affect behavior (HPO),abnormal emotion/affect behavior (MPO),lexical
http://purl.obolibrary.org/obo/HP_0410175,http://purl.obolibrary.org/obo/MP_0002575,Hyperketonemia (HPO),increased circulating ketone body level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005518,http://purl.obolibrary.org/obo/MP_0002590,Increased mean corpuscular volume (HPO),increased mean corpuscular volume (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025066,http://purl.obolibrary.org/obo/MP_0002591,Decreased mean corpuscular volume (HPO),decreased mean corpuscular volume (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031850,http://purl.obolibrary.org/obo/MP_0002596,Abnormal hematocrit (HPO),abnormal hematocrit (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020064,http://purl.obolibrary.org/obo/MP_0002602,Abnormal eosinophil count (HPO),abnormal eosinophil cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001899,http://purl.obolibrary.org/obo/MP_0002608,Increased hematocrit (HPO),increased hematocrit (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004332,http://purl.obolibrary.org/obo/MP_0002619,Abnormal lymphocyte morphology (HPO),abnormal lymphocyte morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001702,http://purl.obolibrary.org/obo/MP_0002624,Abnormal tricuspid valve morphology (HPO),abnormal tricuspid valve morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030732,http://purl.obolibrary.org/obo/MP_0002624,Dysplastic tricuspid valve (HPO),abnormal tricuspid valve morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001712,http://purl.obolibrary.org/obo/MP_0002625,Left ventricular hypertrophy (HPO),heart left ventricle hypertrophy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001649,http://purl.obolibrary.org/obo/MP_0002626,Tachycardia (HPO),increased heart rate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001397,http://purl.obolibrary.org/obo/MP_0002628,Hepatic steatosis (HPO),hepatic steatosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001660,http://purl.obolibrary.org/obo/MP_0002633,Truncus arteriosus (HPO),persistent truncus arteriosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000013,http://purl.obolibrary.org/obo/MP_0002637,Hypoplasia of the uterus (HPO),small uterus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000347,http://purl.obolibrary.org/obo/MP_0002639,Micrognathia (HPO),micrognathia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011273,http://purl.obolibrary.org/obo/MP_0002642,Anisocytosis (HPO),anisocytosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008707,http://purl.obolibrary.org/obo/MP_0002670,Absent scrotum (HPO),absent scrotum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012206,http://purl.obolibrary.org/obo/MP_0002674,Abnormal sperm motility (HPO),abnormal sperm motility (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012207,http://purl.obolibrary.org/obo/MP_0002675,Reduced sperm motility (HPO),asthenozoospermia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012205,http://purl.obolibrary.org/obo/MP_0002686,Globozoospermia (HPO),globozoospermia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000798,http://purl.obolibrary.org/obo/MP_0002687,Oligospermia (HPO),oligozoospermia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002304,http://purl.obolibrary.org/obo/MP_0002690,Akinesia (HPO),akinesia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030687,http://purl.obolibrary.org/obo/MP_0002695,Abnormal glucagon level (HPO),abnormal circulating glucagon level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040299,http://purl.obolibrary.org/obo/MP_0002702,Decreased circulating free fatty acid level (HPO),decreased circulating free fatty acid level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000787,http://purl.obolibrary.org/obo/MP_0002708,Nephrolithiasis (HPO),nephrolithiasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009556,http://purl.obolibrary.org/obo/MP_0002728,Absent tibia (HPO),absent tibia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002251,http://purl.obolibrary.org/obo/MP_0002731,Aganglionic megacolon (HPO),megacolon (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025367,http://purl.obolibrary.org/obo/MP_0002732,Trichoepithelioma (HPO),increased trichoepithelioma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000099,http://purl.obolibrary.org/obo/MP_0002743,Glomerulonephritis (HPO),glomerulonephritis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001646,http://purl.obolibrary.org/obo/MP_0002747,Abnormal aortic valve morphology (HPO),abnormal aortic valve morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001641,http://purl.obolibrary.org/obo/MP_0002748,Abnormal pulmonary valve morphology (HPO),abnormal pulmonary valve morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005164,http://purl.obolibrary.org/obo/MP_0002748,Dysplastic pulmonary valve (HPO),abnormal pulmonary valve morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000520,http://purl.obolibrary.org/obo/MP_0002750,Proptosis (HPO),exophthalmos (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005133,http://purl.obolibrary.org/obo/MP_0002754,Right ventricular dilatation (HPO),dilated heart right ventricle (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005736,http://purl.obolibrary.org/obo/MP_0002764,Short tibia (HPO),short tibia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003038,http://purl.obolibrary.org/obo/MP_0002765,Fibular hypoplasia (HPO),short fibula (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003363,http://purl.obolibrary.org/obo/MP_0002766,Abdominal situs inversus (HPO),situs inversus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000835,http://purl.obolibrary.org/obo/MP_0002768,Adrenal hypoplasia (HPO),small adrenal glands (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012872,http://purl.obolibrary.org/obo/MP_0002769,Abnormal vas deferens morphology (HPO),abnormal vas deferens morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030341,http://purl.obolibrary.org/obo/MP_0002790,Decreased circulating follicle stimulating hormone level (HPO),decreased circulating follicle stimulating hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002570,http://purl.obolibrary.org/obo/MP_0002791,Steatorrhea (HPO),steatorrhea (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001142,http://purl.obolibrary.org/obo/MP_0002794,Lenticonus (HPO),lenticonus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001644,http://purl.obolibrary.org/obo/MP_0002795,Dilated cardiomyopathy (HPO),dilated cardiomyopathy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001935,http://purl.obolibrary.org/obo/MP_0002810,Microcytic anemia (HPO),microcytic anemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001972,http://purl.obolibrary.org/obo/MP_0002811,Macrocytic anemia (HPO),macrocytic anemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025066,http://purl.obolibrary.org/obo/MP_0002813,Decreased mean corpuscular volume (HPO),microcytosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002583,http://purl.obolibrary.org/obo/MP_0002816,Colitis (HPO),colitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031263,http://purl.obolibrary.org/obo/MP_0002827,Abnormal renal corpuscle morphology (HPO),abnormal renal corpuscle morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031264,http://purl.obolibrary.org/obo/MP_0002828,Abnormal morphology of Bowman capsule (HPO),abnormal renal glomerular capsule morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001081,http://purl.obolibrary.org/obo/MP_0002830,Cholelithiasis (HPO),gallstones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002615,http://purl.obolibrary.org/obo/MP_0002843,Hypotension (HPO),decreased systemic arterial blood pressure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012212,http://purl.obolibrary.org/obo/MP_0002847,Abnormal glomerular filtration rate (HPO),abnormal renal glomerular filtration rate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012592,http://purl.obolibrary.org/obo/MP_0002871,Albuminuria (HPO),albuminuria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020060,http://purl.obolibrary.org/obo/MP_0002875,Decreased red blood cell count (HPO),decreased erythrocyte cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002179,http://purl.obolibrary.org/obo/MP_0002880,Opisthotonus (HPO),opisthotonus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002919,http://purl.obolibrary.org/obo/MP_0002893,Ketonuria (HPO),ketoaciduria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012378,http://purl.obolibrary.org/obo/MP_0002899,Fatigue (HPO),fatigue (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003109,http://purl.obolibrary.org/obo/MP_0002901,Hyperphosphaturia (HPO),increased urine phosphate level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012365,http://purl.obolibrary.org/obo/MP_0002902,Hypophosphaturia (HPO),decreased urine phosphate level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031817,http://purl.obolibrary.org/obo/MP_0002905,Decreased circulating parathyroid hormone level (HPO),decreased circulating parathyroid hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030191,http://purl.obolibrary.org/obo/MP_0002913,Abnormal peripheral nervous system synaptic transmission (HPO),abnormal PNS synaptic transmission (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002251,http://purl.obolibrary.org/obo/MP_0002926,Aganglionic megacolon (HPO),aganglionic megacolon (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001367,http://purl.obolibrary.org/obo/MP_0002932,Abnormal joint morphology (HPO),abnormal joint morphology (MPO),lexical
